title,authors,url,citations,abstract
Mismatched Talents and Industry Needs of IT Workforce in Small and Medium Enterprises (SMEs),"WR Hardiyanti, EN Afifah… - … SEMINAR NASIONAL & …, 2023 - journal.untidar.ac.id",https://journal.untidar.ac.id/index.php/semnasfe/article/view/1324,"[{'title': 'MLA', 'content': 'Hardiyanti, Wida Reza, Evi Noor Afifah, and Muhammad Khairil Anwar. ""Mismatched Talents and Industry Needs of IT Workforce in Small and Medium Enterprises (SMEs).""Prosiding SEMINAR NASIONAL & CALL FOR PAPER Fakultas Ekonomi. Vol. 2. 2023.'}, {'title': 'APA', 'content': 'Hardiyanti, W. R., Afifah, E. N., & Anwar, M. K. (2023). Mismatched Talents and Industry Needs of IT Workforce in Small and Medium Enterprises (SMEs). InProsiding SEMINAR NASIONAL & CALL FOR PAPER Fakultas Ekonomi(Vol. 2, pp. 203-226).'}, {'title': 'Chicago', 'content': 'Hardiyanti, Wida Reza, Evi Noor Afifah, and Muhammad Khairil Anwar. ""Mismatched Talents and Industry Needs of IT Workforce in Small and Medium Enterprises (SMEs)."" InProsiding SEMINAR NASIONAL & CALL FOR PAPER Fakultas Ekonomi, vol. 2, pp. 203-226. 2023.'}, {'title': 'Harvard', 'content': 'Hardiyanti, W.R., Afifah, E.N. and Anwar, M.K., 2023. Mismatched Talents and Industry Needs of IT Workforce in Small and Medium Enterprises (SMEs). InProsiding SEMINAR NASIONAL & CALL FOR PAPER Fakultas Ekonomi(Vol. 2, pp. 203-226).'}, {'title': 'Vancouver', 'content': 'Hardiyanti WR, Afifah EN, Anwar MK. Mismatched Talents and Industry Needs of IT Workforce in Small and Medium Enterprises (SMEs). InProsiding SEMINAR NASIONAL & CALL FOR PAPER Fakultas Ekonomi 2023 (Vol. 2, pp. 203-226).'}]","… IT skills gap in Indonesia and its implications for SMEs. By highlighting the increasing demand 
for IT professionals … problem and provide solution of IT skills gap. Research Methods: The …"
Predicting Needed Skills for Future of Computing and Information Technology Labor-Market to Enhance Academic Curricula,NA Al-Zahrani - platform.almanhal.com,https://platform.almanhal.com/Files/4/252071,"[{'title': 'MLA', 'content': 'Al-Zahrani, Nada Abdullah. ""Predicting Needed Skills for Future of Computing and Information Technology Labor-Market to Enhance Academic Curricula.""'}, {'title': 'APA', 'content': 'Al-Zahrani, N. A. Predicting Needed Skills for Future of Computing and Information Technology Labor-Market to Enhance Academic Curricula.'}, {'title': 'ISO 690', 'content': 'AL-ZAHRANI, Nada Abdullah. Predicting Needed Skills for Future of Computing and Information Technology Labor-Market to Enhance Academic Curricula.'}]","… issue of unemployment among IT professionals in the country [2]. In the second quarter of … 
a small skills gap in programming languages. Java came in the first place in the skills gap, with …"
[PDF][PDF] The SEnDIng project,"V Gkamas, M Paraskevas, M Rigou - academia.edu",https://www.academia.edu/download/109890280/3311-5904-1-SM.pdf,"[{'title': 'MLA', 'content': 'Gkamas, Vasileios, Michael Paraskevas, and Maria Rigou. ""The SEnDIng project.""'}, {'title': 'APA', 'content': 'Gkamas, V., Paraskevas, M., & Rigou, M. The SEnDIng project.'}, {'title': 'Chicago', 'content': 'Gkamas, Vasileios, Michael Paraskevas, and Maria Rigou. ""The SEnDIng project.""'}, {'title': 'Harvard', 'content': 'Gkamas, V., Paraskevas, M. and Rigou, M., The SEnDIng project.'}, {'title': 'Vancouver', 'content': 'Gkamas V, Paraskevas M, Rigou M. The SEnDIng project.'}]","… the skills’ gap of Data … IT professionals increasingly sophisticated, and the need for their 
constant update imperative. The SEnDIng project [3] aims to address the DS and IoT skills’ gap …"
Navigating the IT Professional Shortage with System Thinking: Practical Insights for Better Decision Making,"JA Parra-Valencia, L Calderón-Benavides… - … Complex Tasks with …, 2023 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-40635-5_10,[],"… of IT professionals in Colombia. This review identified several key factors that influence the 
supply and demand of IT professionals… contributing to the digital skills gap. Policymakers must …"
FMCG's Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry,"AS George, ASH George - Partners Universal International Innovation …, 2023 - puiij.com",https://www.puiij.com/index.php/research/article/view/50,"[{'title': 'MLA', 'content': 'George, A. Shaji, and AS Hovan George. ""FMCG\'s Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry.""Partners Universal International Innovation Journal1.3 (2023): 46-69.'}, {'title': 'APA', 'content': ""George, A. S., & George, A. H. (2023). FMCG's Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry.Partners Universal International Innovation Journal,1(3), 46-69.""}, {'title': 'Chicago', 'content': 'George, A. Shaji, and AS Hovan George. ""FMCG\'s Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry.""Partners Universal International Innovation Journal1, no. 3 (2023): 46-69.'}, {'title': 'Harvard', 'content': ""George, A.S. and George, A.H., 2023. FMCG's Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry.Partners Universal International Innovation Journal,1(3), pp.46-69.""}, {'title': 'Vancouver', 'content': ""George AS, George AH. FMCG's Digital Dilemma: The Consequences of Insufficient IT Expertise in the Fast-Moving Consumer Goods Industry. Partners Universal International Innovation Journal. 2023 Jun 25;1(3):46-69.""}]","… absence of qualified IT professionals hampers the effective … to FMCG companies, IT 
professionals, and policymakers. The … This can help address the skills gap in the FMCG sector and …"
A systematic review of Human Aspects in Industry 4.0 and 5.0: Cybersecurity Awareness and Soft Skills,"JM Takács, M Pogatsnik - 2023 IEEE 27th International …, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10297768/,"[{'title': 'MLA', 'content': 'Takács, Judit Mόdné, and Monika Pogatsnik. ""A systematic review of Human Aspects in Industry 4.0 and 5.0: Cybersecurity Awareness and Soft Skills.""2023 IEEE 27th International Conference on Intelligent Engineering Systems (INES). IEEE, 2023.'}, {'title': 'APA', 'content': 'Takács, J. M., & Pogatsnik, M. (2023, July). A systematic review of Human Aspects in Industry 4.0 and 5.0: Cybersecurity Awareness and Soft Skills. In2023 IEEE 27th International Conference on Intelligent Engineering Systems (INES)(pp. 000033-000040). IEEE.'}, {'title': 'ISO 690', 'content': 'TAKÁCS, Judit Mόdné; POGATSNIK, Monika. A systematic review of Human Aspects in Industry 4.0 and 5.0: Cybersecurity Awareness and Soft Skills. In:2023 IEEE 27th International Conference on Intelligent Engineering Systems (INES). IEEE, 2023. p. 000033-000040.'}]","… , the soft skills gap, including the importance of organizational, teamwork, social and 
communication skills for IT professionals, … Essential skills for IT professionals/engineers include …"
Who needs code anyway?,"H Lamb - Engineering & Technology, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10092431/,"[{'title': 'MLA', 'content': 'Lamb, Hilary. ""Who needs code anyway?.""Engineering & Technology18.1 (2023): 40-43.'}, {'title': 'APA', 'content': 'Lamb, H. (2023). Who needs code anyway?.Engineering & Technology,18(1), 40-43.'}, {'title': 'Chicago', 'content': 'Lamb, Hilary. ""Who needs code anyway?.""Engineering & Technology18, no. 1 (2023): 40-43.'}, {'title': 'Harvard', 'content': 'Lamb, H., 2023. Who needs code anyway?.Engineering & Technology,18(1), pp.40-43.'}, {'title': 'Vancouver', 'content': 'Lamb H. Who needs code anyway?. Engineering & Technology. 2023 Feb;18(1):40-3.'}]","… report, Quantifying the UK Data Skills Gap, found a shortfall of … , attributes the digital skills 
gap to continued rapid advances … are some concerns among IT professionals. For instance, …"
The effect of skills gaps on an IT company's revenue,M Vepsäläinen - 2023 - lutpub.lut.fi,https://lutpub.lut.fi/handle/10024/165359,"[{'title': 'MLA', 'content': 'Vepsäläinen, Maria. ""The effect of skills gaps on an IT company’s revenue."" (2023).'}, {'title': 'APA', 'content': 'Vepsäläinen, M. (2023). The effect of skills gaps on an IT company’s revenue.'}, {'title': 'Chicago', 'content': 'Vepsäläinen, Maria. ""The effect of skills gaps on an IT company’s revenue."" (2023).'}, {'title': 'Harvard', 'content': 'Vepsäläinen, M., 2023. The effect of skills gaps on an IT company’s revenue.'}, {'title': 'Vancouver', 'content': 'Vepsäläinen M. The effect of skills gaps on an IT company’s revenue.'}]","… According to the findings, IT professionals are motivated mainly by their work’s nature, … 
This chapter discusses how the skills gap can be prevented and overcome. The chapter …"
The Mediating Effect of Work Engagement in Relation to Technology Readiness Index and Adaptive Performance Among Newly Hired It Employees,"KA Malek, AN Shahidan… - Journal of Mental Health …, 2023 - journal.poltekip.ac.id",https://journal.poltekip.ac.id/jmhsr/article/view/204,"[{'title': 'APA', 'content': 'Malek, K. A., Shahidan, A. N., & Arshad, M. Z. (2023). The Mediating Effect of Work Engagement in Relation to Technology Readiness Index and Adaptive Performance Among Newly Hired It Employees.Journal of Mental Health and Social Rehabilitation,1(1), 80-85.'}, {'title': 'ISO 690', 'content': 'MALEK, Khadijah Abdul, SHAHIDAN, Athifah Najwani, et ARSHAD, Muhammad Zulqarnain. The Mediating Effect of Work Engagement in Relation to Technology Readiness Index and Adaptive Performance Among Newly Hired It Employees.Journal of Mental Health and Social Rehabilitation, 2023, vol. 1, no 1, p. 80-85.'}, {'title': 'MLA', 'content': 'Malek, Khadijah Abdul, Athifah Najwani Shahidan, and Muhammad Zulqarnain Arshad. ""The Mediating Effect of Work Engagement in Relation to Technology Readiness Index and Adaptive Performance Among Newly Hired It Employees.""Journal of Mental Health and Social Rehabilitation1.1 (2023): 80-85.'}]","… The research will adopt a quantitative approach, utilizing a sample of newly hired IT 
professionals from diverse industries. The implications of these findings will provide valuable …"
Employer Branding: The Impact of COVID-19 on New Employee Hires in IT Companies,"H Diba - IT Professional, 2023 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10308536/,"[{'title': 'APA', 'content': 'Diba, H. (2023). Employer Branding: The Impact of COVID-19 on New Employee Hires in IT Companies.IT Professional,25(5), 4-9.'}, {'title': 'ISO 690', 'content': 'DIBA, Hoda. Employer Branding: The Impact of COVID-19 on New Employee Hires in IT Companies.IT Professional, 2023, vol. 25, no 5, p. 4-9.'}, {'title': 'MLA', 'content': 'Diba, Hoda. ""Employer Branding: The Impact of COVID-19 on New Employee Hires in IT Companies.""IT Professional25.5 (2023): 4-9.'}]","… On top of that, IT professionals are more than likely to leave their current job when they don’t 
… When assessing IT employers, IT professionals typically consider eight values.These eight …"
Understanding the diffusion of business analysis responsibilities,"A Harris, C Clark - Journal of Computer Information Systems, 2023 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/08874417.2023.2193964,"[{'title': 'MLA', 'content': 'Harris, Amy, and Carol Clark. ""Understanding the diffusion of business analysis responsibilities.""Journal of Computer Information Systems(2023): 1-11.'}, {'title': 'APA', 'content': 'Harris, A., & Clark, C. (2023). Understanding the diffusion of business analysis responsibilities.Journal of Computer Information Systems, 1-11.'}, {'title': 'Chicago', 'content': 'Harris, Amy, and Carol Clark. ""Understanding the diffusion of business analysis responsibilities.""Journal of Computer Information Systems(2023): 1-11.'}, {'title': 'Harvard', 'content': 'Harris, A. and Clark, C., 2023. Understanding the diffusion of business analysis responsibilities.Journal of Computer Information Systems, pp.1-11.'}, {'title': 'Vancouver', 'content': 'Harris A, Clark C. Understanding the diffusion of business analysis responsibilities. Journal of Computer Information Systems. 2023 Apr 8:1-1.'}]","… IT professionals, including managers of IT professionals, and those who hire IT professionals 
to … Schirf and Serapiglia Citation12 also conducted research to determine the IT skills gap …"
UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS,"G Meena, K Santhanalakshmi - Journal of Research Administration, 2023 - journalra.org",http://journalra.org/index.php/jra/article/view/769,"[{'title': 'APA', 'content': 'Meena, G., & Santhanalakshmi, K. (2023). UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS.Journal of Research Administration,5(2), 6165-6177.'}, {'title': 'ISO 690', 'content': 'MEENA, G.; SANTHANALAKSHMI, K. UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS.Journal of Research Administration, 2023, vol. 5, no 2, p. 6165-6177.'}, {'title': 'MLA', 'content': 'Meena, G., and K. Santhanalakshmi. ""UNLOCKING HUMAN CAPITAL FOR HIGH-PERFORMANCE TEAMS IN MODERN ORGANIZATIONS.""Journal of Research Administration5.2 (2023): 6165-6177.'}]","… -term commitment of IT professionals. Identification of individual … Talent acquisition and 
retention, skills gap and training, and … firms engage and retain IT professionals. Integrating AI and …"
"Digital Skills, An Attribute Of The Information Society",D Iliana - European Proceedings of Educational Sciences - europeanproceedings.com,https://www.europeanproceedings.com/article/10.15405/epes.23045.75,"[{'title': 'MLA', 'content': 'Iliana, Dumitrescu. ""Digital Skills, An Attribute Of The Information Society.""European Proceedings of Educational Sciences.'}, {'title': 'APA', 'content': 'Iliana, D. Digital Skills, An Attribute Of The Information Society.European Proceedings of Educational Sciences.'}, {'title': 'Chicago', 'content': 'Iliana, Dumitrescu. ""Digital Skills, An Attribute Of The Information Society.""European Proceedings of Educational Sciences.'}, {'title': 'Harvard', 'content': 'Iliana, D., Digital Skills, An Attribute Of The Information Society.European Proceedings of Educational Sciences.'}, {'title': 'Vancouver', 'content': 'Iliana D. Digital Skills, An Attribute Of The Information Society. European Proceedings of Educational Sciences.'}]","… Reducing this digital skills gap is a constant concern of the European Commission, with … 
number of ICT professionals and reduce the digital skills gap. Cedefop (2018) estimates that in …"
The Impact of Cloud Hosting Solutions on IT Jobs: Winners and Losers in the Cloud Era,"AS George, S Sagayarajan, Y AlMatroudi… - Partners Universal …, 2023 - puirj.com",https://www.puirj.com/index.php/research/article/view/128,"[{'title': 'MLA', 'content': 'George, A. Shaji, et al. ""The Impact of Cloud Hosting Solutions on IT Jobs: Winners and Losers in the Cloud Era.""Partners Universal International Research Journal2.3 (2023): 1-19.'}, {'title': 'APA', 'content': 'George, A. S., Sagayarajan, S., AlMatroudi, Y., & George, A. H. (2023). The Impact of Cloud Hosting Solutions on IT Jobs: Winners and Losers in the Cloud Era.Partners Universal International Research Journal,2(3), 1-19.'}, {'title': 'Chicago', 'content': 'George, A. Shaji, S. Sagayarajan, Yazeed AlMatroudi, and AS Hovan George. ""The Impact of Cloud Hosting Solutions on IT Jobs: Winners and Losers in the Cloud Era.""Partners Universal International Research Journal2, no. 3 (2023): 1-19.'}, {'title': 'Harvard', 'content': 'George, A.S., Sagayarajan, S., AlMatroudi, Y. and George, A.H., 2023. The Impact of Cloud Hosting Solutions on IT Jobs: Winners and Losers in the Cloud Era.Partners Universal International Research Journal,2(3), pp.1-19.'}, {'title': 'Vancouver', 'content': 'George AS, Sagayarajan S, AlMatroudi Y, George AH. The Impact of Cloud Hosting Solutions on IT Jobs: Winners and Losers in the Cloud Era. Partners Universal International Research Journal. 2023 Sep 25;2(3):1-9.'}]","… opportunities will also emerge for IT professionals with the right skills. … While some roles will 
become obsolete, smart IT professionals … The cloud skills gap makes hiring pre-trained talent …"
ENHANCING CYBERSECURITY: PROTECTING DATA IN THE DIGITAL AGE,"A Isakov, F Urozov, S Abduzhapporov… - Innovations in Science …, 2024 - innoist.uz",https://innoist.uz/index.php/ist/article/view/153,"[{'title': 'MLA', 'content': 'Isakov, Abror, et al. ""ENHANCING CYBERSECURITY: PROTECTING DATA IN THE DIGITAL AGE.""Innovations in Science and Technologies1.1 (2024): 40-49.'}, {'title': 'APA', 'content': 'Isakov, A., Urozov, F., Abduzhapporov, S., & Isokova, M. (2024). ENHANCING CYBERSECURITY: PROTECTING DATA IN THE DIGITAL AGE.Innovations in Science and Technologies,1(1), 40-49.'}, {'title': 'Chicago', 'content': 'Isakov, Abror, Fakhridin Urozov, Shahboz Abduzhapporov, and Mukhlisa Isokova. ""ENHANCING CYBERSECURITY: PROTECTING DATA IN THE DIGITAL AGE.""Innovations in Science and Technologies1, no. 1 (2024): 40-49.'}, {'title': 'Harvard', 'content': 'Isakov, A., Urozov, F., Abduzhapporov, S. and Isokova, M., 2024. ENHANCING CYBERSECURITY: PROTECTING DATA IN THE DIGITAL AGE.Innovations in Science and Technologies,1(1), pp.40-49.'}, {'title': 'Vancouver', 'content': 'Isakov A, Urozov F, Abduzhapporov S, Isokova M. ENHANCING CYBERSECURITY: PROTECTING DATA IN THE DIGITAL AGE. Innovations in Science and Technologies. 2024 Mar 19;1(1):40-9.'}]","… not solely the responsibility of IT professionals. Every individual who … Skills Gap: The demand 
for cybersecurity professionals has outpaced the supply, resulting in a significant skills gap. …"
A Study of Talent Management in the Information Technology Industry of India,"NS Bhati - International Journal of Multidisciplinary Innovation and …, 2023 - ijmirm.com",https://ijmirm.com/index.php/ijmirm/article/view/34,"[{'title': 'MLA', 'content': 'Bhati, Narveer Singh. ""A Study of Talent Management in the Information Technology Industry of India.""International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-20682.3 (2023): 48-52.'}, {'title': 'APA', 'content': 'Bhati, N. S. (2023). A Study of Talent Management in the Information Technology Industry of India.International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-2068,2(3), 48-52.'}, {'title': 'Chicago', 'content': 'Bhati, Narveer Singh. ""A Study of Talent Management in the Information Technology Industry of India.""International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-20682, no. 3 (2023): 48-52.'}, {'title': 'Harvard', 'content': 'Bhati, N.S., 2023. A Study of Talent Management in the Information Technology Industry of India.International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-2068,2(3), pp.48-52.'}, {'title': 'Vancouver', 'content': 'Bhati NS. A Study of Talent Management in the Information Technology Industry of India. International Journal of Multidisciplinary Innovation and Research Methodology, ISSN: 2960-2068. 2023 Aug 15;2(3):48-52.'}]","… Secondly, the work ethic and dedication of Indian IT professionals are notable. The workforce 
in India is known for its diligence, … Bridging this skills gap remains a significant challenge. …"
