,title,authors,url,citations,abstract
47,Check for Improving Cybersecurity Capabilities at Nikola Vaptsarov Naval Academy by Building and Developing a Security Operations and Training Center,"BM Nikolov - … , DIGILIENCE 2020, Varna, Bulgaria, September 30 …, 2023 - books.google.com",https://books.google.com/books?hl=pt-BR&lr=&id=44DgEAAAQBAJ&oi=fnd&pg=PA217&dq=%22it+professionals%22+%22skills+gap%22+%22cybersecurity%22&ots=sFPGE57zpe&sig=1mks40TOr1-4nSz_wd2toM_6uSk,"[{'title': 'MLA', 'content': 'Nikolov, Borislav M. ""Check for Improving Cybersecurity Capabilities at Nikola Vaptsarov Naval Academy by Building and Developing a Security Operations and Training Center.""Digital Transformation, Cyber Security and Resilience: Second International Conference, DIGILIENCE 2020, Varna, Bulgaria, September 30–October 2, 2020, Revised Selected Papers. Springer Nature, 2023.'}, {'title': 'APA', 'content': 'Nikolov, B. M. (2023, October). Check for Improving Cybersecurity Capabilities at Nikola Vaptsarov Naval Academy by Building and Developing a Security Operations and Training Center. InDigital Transformation, Cyber Security and Resilience: Second International Conference, DIGILIENCE 2020, Varna, Bulgaria, September 30–October 2, 2020, Revised Selected Papers(p. 219). Springer Nature.'}, {'title': 'Chicago', 'content': 'Nikolov, Borislav M. ""Check for Improving Cybersecurity Capabilities at Nikola Vaptsarov Naval Academy by Building and Developing a Security Operations and Training Center."" InDigital Transformation, Cyber Security and Resilience: Second International Conference, DIGILIENCE 2020, Varna, Bulgaria, September 30–October 2, 2020, Revised Selected Papers, p. 219. Springer Nature, 2023.'}, {'title': 'Harvard', 'content': 'Nikolov, B.M., 2023, October. Check for Improving Cybersecurity Capabilities at Nikola Vaptsarov Naval Academy by Building and Developing a Security Operations and Training Center. InDigital Transformation, Cyber Security and Resilience: Second International Conference, DIGILIENCE 2020, Varna, Bulgaria, September 30–October 2, 2020, Revised Selected Papers(p. 219). Springer Nature.'}, {'title': 'Vancouver', 'content': 'Nikolov BM. Check for Improving Cybersecurity Capabilities at Nikola Vaptsarov Naval Academy by Building and Developing a Security Operations and Training Center. InDigital Transformation, Cyber Security and Resilience: Second International Conference, DIGILIENCE 2020, Varna, Bulgaria, September 30–October 2, 2020, Revised Selected Papers 2023 Oct 31 (p. 219). Springer Nature.'}]","… two greatest threats: the talent shortage and the skills gap. The National … related to 
cybersecurity at all levels. In essence, most of the technologies needed to train IT professionals is …"
48,INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN,"JO Shukhratovch - BARQARORLIK VA YETAKCHI TADQIQOTLAR …, 2023 - sciencebox.uz",http://sciencebox.uz/index.php/jars/article/view/7290,"[{'title': 'MLA', 'content': 'Shukhratovch, Jumakulov Ozodbek. ""INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN.""BARQARORLIK VA YETAKCHI TADQIQOTLAR ONLAYN ILMIY JURNALI3.5 (2023): 475-483.'}, {'title': 'APA', 'content': 'Shukhratovch, J. O. (2023). INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN.BARQARORLIK VA YETAKCHI TADQIQOTLAR ONLAYN ILMIY JURNALI,3(5), 475-483.'}, {'title': 'ISO 690', 'content': 'SHUKHRATOVCH, Jumakulov Ozodbek. INVESTMENTS IN THE INFORMATION TECHNOLOGY SECTOR AND DIGITALIZATION IN UZBEKISTAN.BARQARORLIK VA YETAKCHI TADQIQOTLAR ONLAYN ILMIY JURNALI, 2023, 3.5: 475-483.'}]","… This helps to bridge the skills gap and nurture a pool of talented professionals in Uzbekistan… 
for IT professionals, employees, and the general public to promote cybersecurity best …"
49,AWS Cloud Computing Solutions: Optimizing Implementation for Businesses,"I Naseer - STATISTICS, COMPUTING AND INTERDISCIPLINARY …, 2023 - scir.wum.edu.pk",http://scir.wum.edu.pk/index.php/ojs/article/view/138,"[{'title': 'MLA', 'content': 'Naseer, Iqra. ""AWS Cloud Computing Solutions: Optimizing Implementation for Businesses.""STATISTICS, COMPUTING AND INTERDISCIPLINARY RESEARCH5.2 (2023): 121-132.'}, {'title': 'NBR 6023', 'content': 'NASEER, Iqra. AWS Cloud Computing Solutions: Optimizing Implementation for Businesses.STATISTICS, COMPUTING AND INTERDISCIPLINARY RESEARCH, v. 5, n. 2, p. 121-132, 2023.'}, {'title': 'APA', 'content': 'Naseer, I. (2023). AWS Cloud Computing Solutions: Optimizing Implementation for Businesses.STATISTICS, COMPUTING AND INTERDISCIPLINARY RESEARCH,5(2), 121-132.'}]","… that 66% of IT professionals identified the migration of … 2021 Cloud Security Report by 
Cybersecurity Insiders. Echoing these … Additionally, PwC Middle East recognizes a skills gap as a …"
50,"Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area",LDH Merced - 2023 - search.proquest.com,https://search.proquest.com/openview/ec681cbd832a806af752e8b5c95c1559/1?pq-origsite=gscholar&cbl=18750&diss=y,"[{'title': 'MLA', 'content': 'Merced, Luis D. Hernandez.Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area. Diss. Marymount University, 2023.'}, {'title': 'APA', 'content': 'Merced, L. D. H. (2023).Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area(Doctoral dissertation, Marymount University).'}, {'title': 'Chicago', 'content': 'Merced, Luis D. Hernandez. ""Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area."" PhD diss., Marymount University, 2023.'}, {'title': 'Harvard', 'content': 'Merced, L.D.H., 2023.Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area(Doctoral dissertation, Marymount University).'}, {'title': 'Vancouver', 'content': 'Merced LD.Finding the Perceived Value of a Cybersecurity Certification in the Washington, DC Metropolitan Area(Doctoral dissertation, Marymount University).'}]","… The three-year requirement is in line with other agencies and allows for IT professionals to 
demonstrate that they are up to date with their knowledge and skills. To renew a certification, …"
51,[PDF][PDF] Breaking Free from Conventional Wisdom: A Review and Fresh Take on Job Experience for IT and Software Engineering Graduates,"I Kotorov, Y Krasylnykova, R Marouf, H Aslam… - researchgate.net",https://www.researchgate.net/profile/Manuel-Mazzara/publication/378715565_Breaking_Free_from_Conventional_Wisdom_A_Review_and_Fresh_Take_on_Job_Experience_for_IT_and_Software_Engineering_Graduates/links/65e7010fadc608480a01aa7e/Breaking-Free-from-Conventional-Wisdom-A-Review-and-Fresh-Take-on-Job-Experience-for-IT-and-Software-Engineering-Graduates.pdf,"[{'title': 'MLA', 'content': 'Kotorov, Iouri, et al. ""Breaking Free from Conventional Wisdom: A Review and Fresh Take on Job Experience for IT and Software Engineering Graduates.""'}, {'title': 'NBR 6023', 'content': 'KOTOROV, Iouri et al. Breaking Free from Conventional Wisdom: A Review and Fresh Take on Job Experience for IT and Software Engineering Graduates.'}, {'title': 'APA', 'content': 'Kotorov, I., Krasylnykova, Y., Marouf, R., Aslam, H., & Mazzara, M. Breaking Free from Conventional Wisdom: A Review and Fresh Take on Job Experience for IT and Software Engineering Graduates.'}]","… an understanding of cybersecurity principles, familiarity with … of communication, and IT 
professionals often need to explain … Therefore, IT professionals need to be adept at working …"
52,Pre-assessing Cyber Range-Based Event Participants' Needs and Objectives,J Päijänen - 2023 - theseus.fi,https://www.theseus.fi/handle/10024/816339,"[{'title': 'MLA', 'content': 'Päijänen, Jani. ""Pre-assessing Cyber Range-Based Event Participants’ Needs and Objectives."" (2023).'}, {'title': 'NBR 6023', 'content': 'PÄIJÄNEN, Jani. Pre-assessing Cyber Range-Based Event Participants’ Needs and Objectives. 2023.'}, {'title': 'APA', 'content': 'Päijänen, J. (2023). Pre-assessing Cyber Range-Based Event Participants’ Needs and Objectives.'}]","… The technical platforms have been applied to bridge the skills gap in cybersecurity, both 
full-… security skills gap, naturally. They explicitly mention cyber security and IT professionals as …"
53,AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection,"SO Olabanji, Y Marquis, CS Adigwe… - Asian Journal of …, 2024 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4709384,"[{'title': 'MLA', 'content': 'Olabanji, Samuel Oladiipo, et al. ""AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection.""Asian Journal of Research in Computer Science17.3 (2024): 57-74.'}, {'title': 'APA', 'content': 'Olabanji, S. O., Marquis, Y., Adigwe, C. S., Ajayi, S. A., Oladoyinbo, T. O., & Olaniyi, O. O. (2024). AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection.Asian Journal of Research in Computer Science,17(3), 57-74.'}, {'title': 'ISO 690', 'content': 'OLABANJI, Samuel Oladiipo, et al. AI-Driven cloud security: Examining the impact of user behavior analysis on threat detection.Asian Journal of Research in Computer Science, 2024, 17. Jg., Nr. 3, S. 57-74.'}]","… purposive sample of 243 cybersecurity personnel, is analyzed … for both businesses and 
IT professionals on the effective … This skills gap poses a significant challenge, impeding the …"
54,Essential competencies for computing managers: Skills and dispositions,"S Duan, M Exter, D Tagare, M Sabin… - Education and …, 2023 - Springer",https://link.springer.com/article/10.1007/s10639-023-11869-4,"[{'title': 'MLA', 'content': 'Duan, Suzhen, et al. ""Essential competencies for computing managers: Skills and dispositions.""Education and Information Technologies(2023): 1-40.'}, {'title': 'NBR 6023', 'content': 'DUAN, Suzhen et al. Essential competencies for computing managers: Skills and dispositions.Education and Information Technologies, p. 1-40, 2023.'}, {'title': 'APA', 'content': 'Duan, S., Exter, M., Tagare, D., Sabin, M., & Janakiraman, S. (2023). Essential competencies for computing managers: Skills and dispositions.Education and Information Technologies, 1-40.'}]","Competencies (knowledge, skills, and dispositions) enable employers and educators to speak 
a common language regarding what computing graduates are expected to demonstrate …"
55,"Assessment and Optimizing Task Performance through Artificial Intelligence Systems in Hangzhou Ruinan Information Technology Co., Ltd","DD Santos, RA Santos - The Quest: Journal of …, 2023 - neust.journalintellect.com",https://neust.journalintellect.com/quest/article/view/159,"[{'title': 'APA', 'content': 'Santos, D. D., & Santos, R. (2023). Assessment and Optimizing Task Performance through Artificial Intelligence Systems in Hangzhou Ruinan Information Technology Co., Ltd.The Quest: Journal of Multidisciplinary Research and Development,2(3).'}, {'title': 'ISO 690', 'content': 'SANTOS, Du Dan et SANTOS, RuthAnn. Assessment and Optimizing Task Performance through Artificial Intelligence Systems in Hangzhou Ruinan Information Technology Co., Ltd.The Quest: Journal of Multidisciplinary Research and Development, 2023, vol. 2, no 3.'}, {'title': 'MLA', 'content': 'Santos, Du Dan, and RuthAnn Santos. ""Assessment and Optimizing Task Performance through Artificial Intelligence Systems in Hangzhou Ruinan Information Technology Co., Ltd.""The Quest: Journal of Multidisciplinary Research and Development2.3 (2023).'}]","… consisted of IT professionals and technical … cybersecurity software solutions to maintain 
data integrity and protect against potential threats. Skill Enhancement. Addressing the skills gap …"
56,Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success,"ANS Putro, S Mokodenseho… - West Science …, 2023 - wsj.westscience-press.com",https://wsj.westscience-press.com/index.php/wsist/article/view/168,"[{'title': 'MLA', 'content': 'Putro, Adi Nugroho Susanto, Sabil Mokodenseho, and Adit Mohammad Aziz. ""Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success.""West Science Information System and Technology1.01 (2023): 19-26.'}, {'title': 'APA', 'content': 'Putro, A. N. S., Mokodenseho, S., & Aziz, A. M. (2023). Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success.West Science Information System and Technology,1(01), 19-26.'}, {'title': 'ISO 690', 'content': 'PUTRO, Adi Nugroho Susanto; MOKODENSEHO, Sabil; AZIZ, Adit Mohammad. Analysis of Information System Development in the Context of the Latest Technological Era: Challenges and Potential for Success.West Science Information System and Technology, 2023, 1.01: 19-26.'}]","… Cybersecurity Issues: MSMEs' limited cybersecurity … training to bridge the technical skills 
gap. Policymakers and industry … programs and partnerships with IT professionals. Resistance to …"
57,[PDF][PDF] The Role of the Discipline of Information Technology: A Systematic Literature Review,"JR Riep, K Akanbi, H Said - Issues in Informing Science and Information …, 2023 - iisit.org",http://iisit.org/Vol20/IISITv20p025-038Riep9401.pdf,"[{'title': 'MLA', 'content': 'Riep, Josette R., Kemi Akanbi, and Hazem Said. ""The Role of the Discipline of Information Technology: A Systematic Literature Review.""Issues in Informing Science and Information Technology20 (2023): 023-038.'}, {'title': 'NBR 6023', 'content': 'RIEP, Josette R.; AKANBI, Kemi; SAID, Hazem. The Role of the Discipline of Information Technology: A Systematic Literature Review.Issues in Informing Science and Information Technology, v. 20, p. 023-038, 2023.'}, {'title': 'APA', 'content': 'Riep, J. R., Akanbi, K., & Said, H. (2023). The Role of the Discipline of Information Technology: A Systematic Literature Review.Issues in Informing Science and Information Technology,20, 023-038.'}]","… a challenge in many fields including cybersecurity and software development. Many highlight 
the challenge as not just a numbers gap but a skills gap when comparing industry needs to …"
58,“Generic and unusable” 1: Understanding employee perceptions of cybersecurity training and measuring advice fatigue,"A Reeves, D Calic, P Delfabbro - Computers & Security, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167404823000470,"[{'title': 'MLA', 'content': 'Reeves, Andrew, Dragana Calic, and Paul Delfabbro. ""“Generic and unusable” 1: Understanding employee perceptions of cybersecurity training and measuring advice fatigue.""Computers & Security128 (2023): 103137.'}, {'title': 'APA', 'content': 'Reeves, A., Calic, D., & Delfabbro, P. (2023). “Generic and unusable” 1: Understanding employee perceptions of cybersecurity training and measuring advice fatigue.Computers & Security,128, 103137.'}, {'title': 'Chicago', 'content': 'Reeves, Andrew, Dragana Calic, and Paul Delfabbro. ""“Generic and unusable” 1: Understanding employee perceptions of cybersecurity training and measuring advice fatigue.""Computers & Security128 (2023): 103137.'}, {'title': 'Harvard', 'content': 'Reeves, A., Calic, D. and Delfabbro, P., 2023. “Generic and unusable” 1: Understanding employee perceptions of cybersecurity training and measuring advice fatigue.Computers & Security,128, p.103137.'}, {'title': 'Vancouver', 'content': 'Reeves A, Calic D, Delfabbro P. “Generic and unusable” 1: Understanding employee perceptions of cybersecurity training and measuring advice fatigue. Computers & Security. 2023 May 1;128:103137.'}]","… of the fatigue which results from poor cybersecurity advice. A principal component analysis 
of … , cybersecurity practitioners can use the CAFS to identify features of their cybersecurity …"
59,Cyber security of remote work in Poland and the EU: selected aspects,"P Ładny, P Gutowski - 2023 - um.edu.mt",https://www.um.edu.mt/library/oar/handle/123456789/116239,"[{'title': 'MLA', 'content': 'Ładny, Piotr, and Piotr Gutowski. ""Cyber security of remote work in Poland and the EU: selected aspects."" (2023).'}, {'title': 'APA', 'content': 'Ładny, P., & Gutowski, P. (2023). Cyber security of remote work in Poland and the EU: selected aspects.'}, {'title': 'Chicago', 'content': 'Ładny, Piotr, and Piotr Gutowski. ""Cyber security of remote work in Poland and the EU: selected aspects."" (2023).'}, {'title': 'Harvard', 'content': 'Ładny, P. and Gutowski, P., 2023. Cyber security of remote work in Poland and the EU: selected aspects.'}, {'title': 'Vancouver', 'content': 'Ładny P, Gutowski P. Cyber security of remote work in Poland and the EU: selected aspects.'}]","… in the area of cybersecurity including not only IT professionals, but also employees who use 
… an increase in awareness related to cybersecurity and the long-term consequences of risks. …"
60,"Unlocking Organizational Potential: Harnessing AI literacy for Dynamic Capabilities through sensing, seizing and reconfiguring initiatives in IT firms.",SA Malik - 2023 - theseus.fi,https://www.theseus.fi/handle/10024/812073,"[{'title': 'MLA', 'content': 'Malik, Shah Alam. ""Unlocking Organizational Potential: Harnessing AI literacy for Dynamic Capabilities through sensing, seizing and reconfiguring initiatives in IT firms."" (2023).'}, {'title': 'APA', 'content': 'Malik, S. A. (2023). Unlocking Organizational Potential: Harnessing AI literacy for Dynamic Capabilities through sensing, seizing and reconfiguring initiatives in IT firms.'}, {'title': 'Chicago', 'content': 'Malik, Shah Alam. ""Unlocking Organizational Potential: Harnessing AI literacy for Dynamic Capabilities through sensing, seizing and reconfiguring initiatives in IT firms."" (2023).'}, {'title': 'Harvard', 'content': 'Malik, S.A., 2023. Unlocking Organizational Potential: Harnessing AI literacy for Dynamic Capabilities through sensing, seizing and reconfiguring initiatives in IT firms.'}, {'title': 'Vancouver', 'content': 'Malik SA. Unlocking Organizational Potential: Harnessing AI literacy for Dynamic Capabilities through sensing, seizing and reconfiguring initiatives in IT firms.'}]","… The qualitative research strategy involved semi-structured interviews with 5 IT professionals 
and … Anticipated challenges included evolving AI regulations and a skills gap in in-house AI …"
61,[PDF][PDF] The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database,"T Akyazi, A Goti, F Báyon - Industry 4.0 and the Road to …, 2024 - library.oapen.org",https://library.oapen.org/bitstream/handle/20.500.12657/87611/1/978-3-031-35479-3.pdf#page=194,"[{'title': 'MLA', 'content': 'Akyazi, Tugce, Aitor Goti, and Félix Báyon. ""The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database.""Industry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future. Cham: Springer International Publishing, 2024. 183-201.'}, {'title': 'APA', 'content': 'Akyazi, T., Goti, A., & Báyon, F. (2024). The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database. InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future(pp. 183-201). Cham: Springer International Publishing.'}, {'title': 'Chicago', 'content': 'Akyazi, Tugce, Aitor Goti, and Félix Báyon. ""The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database."" InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future, pp. 183-201. Cham: Springer International Publishing, 2024.'}, {'title': 'Harvard', 'content': 'Akyazi, T., Goti, A. and Báyon, F., 2024. The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database. InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future(pp. 183-201). Cham: Springer International Publishing.'}, {'title': 'Vancouver', 'content': 'Akyazi T, Goti A, Báyon F. The Effects of Industry 4.0 on Steel Workforce: Identifying the Current and Future Skills Requirements of the Steel Sector and Developing a Sectorial Database. InIndustry 4.0 and the Road to Sustainable Steelmaking in Europe: Recasting the Future 2024 Feb 13 (pp. 183-201). Cham: Springer International Publishing.'}]","… may be established for reducing the skills gap between the industry … IT professionals in 28 
countries but also addresses the development of prominent standards among IT professionals …"
62,COMMUNICATING IT AUDIT FINDINGS: STRATEGIES FOR EFFECTIVE STAKEHOLDER ENGAGEMENT,"M Oladeinde, EC Okeleke, OR Adaramodu… - Computer Science & IT …, 2023 - fepbl.com",https://fepbl.com/index.php/csitrj/article/view/612,"[{'title': 'APA', 'content': 'Oladeinde, M., Okeleke, E. C., Adaramodu, O. R., Fakeyede, O. G., & Farayola, O. A. (2023). COMMUNICATING IT AUDIT FINDINGS: STRATEGIES FOR EFFECTIVE STAKEHOLDER ENGAGEMENT.Computer Science & IT Research Journal,4(2), 126-139.'}, {'title': 'ISO 690', 'content': 'OLADEINDE, Monisola, et al. COMMUNICATING IT AUDIT FINDINGS: STRATEGIES FOR EFFECTIVE STAKEHOLDER ENGAGEMENT.Computer Science & IT Research Journal, 2023, vol. 4, no 2, p. 126-139.'}, {'title': 'MLA', 'content': 'Oladeinde, Monisola, et al. ""COMMUNICATING IT AUDIT FINDINGS: STRATEGIES FOR EFFECTIVE STAKEHOLDER ENGAGEMENT.""Computer Science & IT Research Journal4.2 (2023): 126-139.'}]","… -level overview of strategic implications, while IT professionals may seek in-depth technical 
… Executives may prefer concise briefings or executive summaries, while IT professionals may …"
63,"Digital Skills, An Attribute Of The Information Society",D Iliana - European Proceedings of Educational Sciences - europeanproceedings.com,https://www.europeanproceedings.com/article/10.15405/epes.23045.75,"[{'title': 'MLA', 'content': 'Iliana, Dumitrescu. ""Digital Skills, An Attribute Of The Information Society.""European Proceedings of Educational Sciences.'}, {'title': 'APA', 'content': 'Iliana, D. Digital Skills, An Attribute Of The Information Society.European Proceedings of Educational Sciences.'}, {'title': 'Chicago', 'content': 'Iliana, Dumitrescu. ""Digital Skills, An Attribute Of The Information Society.""European Proceedings of Educational Sciences.'}, {'title': 'Harvard', 'content': 'Iliana, D., Digital Skills, An Attribute Of The Information Society.European Proceedings of Educational Sciences.'}, {'title': 'Vancouver', 'content': 'Iliana D. Digital Skills, An Attribute Of The Information Society. European Proceedings of Educational Sciences.'}]","… Reducing this digital skills gap is a constant concern of the European Commission, with … 
number of ICT professionals and reduce the digital skills gap. Cedefop (2018) estimates that in …"
64,Is cyber security too hard?,"S Mansfield-Devine - Computer Fraud & Security, 2023 - magonlinelibrary.com",https://www.magonlinelibrary.com/doi/pdf/10.12968/S1361-3723%2823%2970027-4,"[{'title': 'MLA', 'content': 'Mansfield-Devine, Steve. ""Is cyber security too hard?.""Computer Fraud & Security2023.6 (2023).'}, {'title': 'APA', 'content': 'Mansfield-Devine, S. (2023). Is cyber security too hard?.Computer Fraud & Security,2023(6).'}, {'title': 'Chicago', 'content': 'Mansfield-Devine, Steve. ""Is cyber security too hard?.""Computer Fraud & Security2023, no. 6 (2023).'}, {'title': 'Harvard', 'content': 'Mansfield-Devine, S., 2023. Is cyber security too hard?.Computer Fraud & Security,2023(6).'}, {'title': 'Vancouver', 'content': 'Mansfield-Devine S. Is cyber security too hard?. Computer Fraud & Security. 2023 Jun;2023(6).'}]","… “Over half (52%) of IT professionals say that cyberthreats are now too advanced for their … 
‘The professionals we surveyed in our ‘2023 Cybersecurity Status Report’ name phishing, …"
65,[PDF][PDF] Early Career Turnover Model and Career Path for Self-realization: Findings in Korea's Information Security Industry,"SH Leea, HJ Junb, TS Kimc - Asia Pacific Journal of Information …, 2023 - koreascience.kr",https://koreascience.kr/article/JAKO202304644231225.pdf,"[{'title': 'APA', 'content': 'Leea, S. H., Junb, H. J., & Kimc, T. S. (2023). Early Career Turnover Model and Career Path for Self-realization: Findings in Korea’s Information Security Industry.Asia Pacific Journal of Information Systems,33(4), 1135-1155.'}, {'title': 'ISO 690', 'content': 'LEEA, Song-Ha, JUNB, Hyo-Jung, et KIMC, Tae-Sung. Early Career Turnover Model and Career Path for Self-realization: Findings in Korea’s Information Security Industry.Asia Pacific Journal of Information Systems, 2023, vol. 33, no 4, p. 1135-1155.'}, {'title': 'MLA', 'content': 'Leea, Song-Ha, Hyo-Jung Junb, and Tae-Sung Kimc. ""Early Career Turnover Model and Career Path for Self-realization: Findings in Korea’s Information Security Industry.""Asia Pacific Journal of Information Systems33.4 (2023): 1135-1155.'}]","… IT professionals are more interested in career advancement than other professions, and … 
Exploring how the NICE cybersecurity workforce framework aligns cybersecurity jobs with …"
66,Exploring Latin America's Dependency on Foreign Technology: Implications for Cybersecurity,RA Machuca - 2023 - search.proquest.com,https://search.proquest.com/openview/33138e479eba10a7566e4fdf25d586e3/1?pq-origsite=gscholar&cbl=18750&diss=y,"[{'title': 'MLA', 'content': 'Machuca, Rodolfo A.Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity. Diss. Marymount University, 2023.'}, {'title': 'APA', 'content': 'Machuca, R. A. (2023).Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity(Doctoral dissertation, Marymount University).'}, {'title': 'Chicago', 'content': 'Machuca, Rodolfo A. ""Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity."" PhD diss., Marymount University, 2023.'}, {'title': 'Harvard', 'content': 'Machuca, R.A., 2023.Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity(Doctoral dissertation, Marymount University).'}, {'title': 'Vancouver', 'content': 'Machuca RA.Exploring Latin America’s Dependency on Foreign Technology: Implications for Cybersecurity(Doctoral dissertation, Marymount University).'}]","… of local technological development, a skills gap in the workforce, … The high demand for IT 
professionals from international … This has led to a brain drain, with many skilled IT professionals …"
67,Advancing cloud technology security: Leveraging high-level coding languages like Python and SQL for strengthening security systems and automating top control …,"SO Olabanji - Journal of Scientific Research and Reports, 2023 - public.paper4promo.com",http://public.paper4promo.com/id/eprint/1162/,"[{'title': 'MLA', 'content': 'Olabanji, Samuel Oladiipo. ""Advancing cloud technology security: Leveraging high-level coding languages like Python and SQL for strengthening security systems and automating top control processes.""Journal of Scientific Research and Reports29.9 (2023): 42-54.'}, {'title': 'NBR 6023', 'content': 'OLABANJI, Samuel Oladiipo. Advancing cloud technology security: Leveraging high-level coding languages like Python and SQL for strengthening security systems and automating top control processes.Journal of Scientific Research and Reports, v. 29, n. 9, p. 42-54, 2023.'}, {'title': 'APA', 'content': 'Olabanji, S. O. (2023). Advancing cloud technology security: Leveraging high-level coding languages like Python and SQL for strengthening security systems and automating top control processes.Journal of Scientific Research and Reports,29(9), 42-54.'}]","… ongoing quest to enhance cybersecurity and streamline operational … to bridge the skills gap 
and empower professionals to utilize … data engineers, data scientists, and IT professionals. …"
68,Exploring Information Systems (IS) curricula: a semantic analysis approach,"H Shi, D Hwang, D Chong, G Yan - Information Discovery and …, 2023 - emerald.com",https://www.emerald.com/insight/content/doi/10.1108/IDD-06-2023-0060,[],"… As companies that are adopting a new group of technologies, they are in huge need of IT 
professionals who can fill various IT positions with a mixture of technical and problem-solving …"
69,FACTORS INFLUENCING INFORMATION TECHNOLOGY INVESTMENTS IN SOUTH AFRICAN SMALL AND MEDIUM SIZE ENTERPRISES: A CONCEPTUAL …,"P Saah, C Mbohwa… - International Journal of …, 2023 - journals.pu.edu.pk",http://journals.pu.edu.pk/journals/index.php/ijbr/article/view/7440,"[{'title': 'APA', 'content': 'Saah, P., Mbohwa, C., & Madonsela, N. S. (2023). FACTORS INFLUENCING INFORMATION TECHNOLOGY INVESTMENTS IN SOUTH AFRICAN SMALL AND MEDIUM SIZE ENTERPRISES: A CONCEPTUAL STUDY.International Journal of Business Reflections,4(2).'}, {'title': 'ISO 690', 'content': 'SAAH, Paul; MBOHWA, Charles; MADONSELA, Nelson Sizwe. FACTORS INFLUENCING INFORMATION TECHNOLOGY INVESTMENTS IN SOUTH AFRICAN SMALL AND MEDIUM SIZE ENTERPRISES: A CONCEPTUAL STUDY.International Journal of Business Reflections, 2023, vol. 4, no 2.'}, {'title': 'MLA', 'content': 'Saah, Paul, Charles Mbohwa, and Nelson Sizwe Madonsela. ""FACTORS INFLUENCING INFORMATION TECHNOLOGY INVESTMENTS IN SOUTH AFRICAN SMALL AND MEDIUM SIZE ENTERPRISES: A CONCEPTUAL STUDY.""International Journal of Business Reflections4.2 (2023).'}]","… SMEs may invest in IT to improve their cybersecurity measures … Due to a shortage of qualified 
IT professionals, SMEs may be … Closing the skills gap and giving SMEs the knowledge they …"
70,[PDF][PDF] How can HR Learning Programs Support Up and Reskilling IT Employees,"R Allen, S Granison, AH Lim - 2023 - ecommons.cornell.edu",https://ecommons.cornell.edu/bitstreams/cc5a83d8-3f8e-4f69-9ef1-134f6d62d845/download,"[{'title': 'MLA', 'content': 'Allen, Rebecca, Samantha Granison, and Annie Hyeonjoo Lim. ""How can HR Learning Programs Support Up and Reskilling IT Employees."" (2023).'}, {'title': 'NBR 6023', 'content': 'ALLEN, Rebecca; GRANISON, Samantha; LIM, Annie Hyeonjoo. How can HR Learning Programs Support Up and Reskilling IT Employees. 2023.'}, {'title': 'APA', 'content': 'Allen, R., Granison, S., & Lim, A. H. (2023). How can HR Learning Programs Support Up and Reskilling IT Employees.'}]","… This summary explores the strategic upskilling and reskilling of IT professionals and how 
HR-driven initiatives can develop the critical capabilities necessary for navigating the ever-…"
